og_record_id,submission_label,catalog_version,validated,part,point_type,heading,question_number,question_text,_closed,answer_text,points,has_points_marker,is_free_text,field_name,shown,question_uid,match_score,hidden_by
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,Risk Profile,14,"Will this project have major impacts on staff, either in terms of their numbers or their roles?",False,No,0,Y,N,riskProfile4,Y,55,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,Risk Profile,15,Will the use of the system create or exacerbate barriers for persons with disabilities?,True,No,0,Y,N,riskProfile5,Y,89,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,Project Authority,16,Will you require new policy authority for this project?,True,No,0,Y,N,projectAuthority1,Y,56,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Algorithm,17,The algorithm used will be a (trade) secret,False,Yes,3,Y,N,aboutAlgorithm1,Y,57,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Algorithm,18,The algorithmic process will be difficult to interpret or to explain,True,No,0,Y,N,aboutAlgorithm2,Y,58,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Decision,19,Please describe the decision(s) that will be automated.,True,"The CARM system delivers outputs to the CBSA using business rules and
mathematical logic including:
Calculate duties and taxes owed, financial security bonds, penalties, and
interest based on legislative requirements defined through the Customs Act.
Analyze transactions and identify trade compliance risks through data
provided by Trade Chain Partners as well as financial transactions stored",0,N,Y,decisionSector3,Y,91,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,rules and determines if CBSA manual intervention and approval by a,20,Does the decision pertain to any of the categories below (check all that apply):,False,Other (please specify),1,Y,N,decisionSector1,Y,11,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,rules and determines if CBSA manual intervention and approval by a,21,Please describe Border Management: Accounting and risk assessment of import transactions Impact Assessment,False,,0,N,Y,,Y,,0.493,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,rules and determines if CBSA manual intervention and approval by a,22,Which of the following best describes the type of automation you are planning?,False,"Partial automation (the system will contribute to administrative decision-
making by supporting an officer through assessments, recommendations,
intermediate decisions, or other outputs)",2,Y,N,impact30,Y,92,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,rules and determines if CBSA manual intervention and approval by a,23,Please describe the role of the system in the decision-making process.,True,"The CARM system uses mathematical logic and business rules to deliver the
following examples of outputs to aid CBSA in decision-making:
Providing compliance assessments based on business rules to CBSA",0,N,Y,impact31,Y,93,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,clients of assessed duties and taxes,24,Will the system be making decisions or assessments that require judgement or discretion?,False,No,0,Y,N,impact3,Y,47,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,clients of assessed duties and taxes,25,Please describe the criteria used to evaluate client data and the operations applied to process it.,True,"The system uses a set of risk rules that produce transactional lists based on
the criteria in the rules being met or not met. The new risk rules integrated in
CARM were developed based on legislative requirements in the Customs Act.
For example, the officer could decide to use the system to look at transactions
above a certain declared Value for Duty.
These rules were also validated against previous results of trade compliance
verifications and were recently tested during the CARM Client Experience
Simulation (CES 2.0) exercise.
The system also uses importer data for accounting declarations, business",0,N,Y,impact20,Y,94,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,"numbers (BNs) registration and enrolment, acceptance of payment, sub-",26,Please describe the output produced by the system and any relevant information needed to interpret it in the context of the administrative decision.,True,"The CARM system will create a list of potentially non-compliant transactions
(shipments imported into Canada) based on the established risk criteria that
can include elements of the Importer’s customs declaration, such as the
value, origin or tariff classification of the goods being imported to Canada.
These lists of transactions will be further reviewed by CBSA officers who will
determine whether further action is needed, which could include a Trade
advisory notice (TAN) or a Compliance validation letter for example. This",0,N,Y,impact21,Y,95,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,The CARM system will also provide CBSA with transactions that require,27,Will the system perform an assessment or other operation that would not otherwise be completed by a human?,False,No,0,Y,N,impact22,Y,96,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,The CARM system will also provide CBSA with transactions that require,28,Is the system used by a different part of the organization than the ones who developed it?,False,No,0,Y,N,impact5,Y,14,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,The CARM system will also provide CBSA with transactions that require,29,Are the impacts resulting from the decision reversible?,False,Reversible,1,Y,N,impact6,Y,15,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,The CARM system will also provide CBSA with transactions that require,30,How long will impacts from the decision last?,False,Impacts are most likely to be brief,1,Y,N,impact7,Y,16,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,The CARM system will also provide CBSA with transactions that require,31,Please describe why the impacts resulting from the decision are as per selected option above.,True,"Impacts are most likely to be brief. If the officer recommends a compliance
activity and this results in reassessments, the client may choose to appeal the
decision and they have recourse mechanisms available to them.",0,N,Y,impact8,Y,17,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,www.cbsa-asfc.gc.ca/recourse-recours/,32,The impacts that the decision will have on the rights or freedoms of individuals will likely be:,False,Little to no impact,1,Y,N,impact9,Y,18,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,www.cbsa-asfc.gc.ca/recourse-recours/,33,Please describe why the impacts resulting from the decision are as per selected option above.,False,"The CARM system will have little to no impact because it won’t be rendering
decisions regarding commercial importation. Instead, it sorts data relating to
commercial goods being imported into Canada such as Origin, Value or Tariff
Classification of these commercial goods.
The CARM system operates on a ‘post-entry’ verification model. Meaning that
no shipments will be stopped at the border nor will importers be prohibited
from importing their goods as a result of a compliance verification. Rather, the
system will result in helping importers that may not yet be fully compliant as
per the existing legislation and regulations. Identifying such gaps, will lead to
more accurate declaration of goods, regardless of the nature of the goods.",0,N,Y,impact8,Y,17,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,www.cbsa-asfc.gc.ca/recourse-recours/,34,"The impacts that the decision will have on the equality, dignity, privacy, and autonomy of individuals will likely be:",False,Little to no impact,1,Y,N,impact24,Y,69,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,www.cbsa-asfc.gc.ca/recourse-recours/,35,Please describe why the impacts resulting from the decision are as per selected option above.,False,"The CARM system will have little to no impact since it sorts data relating to
commercial goods being imported into Canada such as Origin, Value or Tariff
Classification of these commercial goods. It does not assess demographic
information of importers.
The compliance verification decisions rendered by an officer, as a result of
using the CARM system, will not impact an individual’s equality, dignity,
privacy or autonomy since it is based on risk rules applied to the commercial
trade data.",0,N,Y,impact8,Y,17,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,www.cbsa-asfc.gc.ca/recourse-recours/,36,The impacts that the decision will have on the health and well-being of individuals will likely be:,False,Little to no impact,1,Y,N,impact11,Y,69,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,www.cbsa-asfc.gc.ca/recourse-recours/,37,Please describe why the impacts resulting from the decision are as per selected option above.,False,"The CARM system operates on a ‘post-entry’ verification model. Meaning that
no shipments will be stopped at the border by using this system. No importer
will be prohibited from importing anything directly, the result of this tool is that
importers will become more compliant with legislation and regulation,
meaning that they declare their goods correctly, regardless of the nature of
the goods.",0,N,Y,impact8,Y,17,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,www.cbsa-asfc.gc.ca/recourse-recours/,38,The impacts that the decision will have on the economic interests of individuals will likely be:,False,Little to no impact,1,Y,N,impact13,Y,69,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,www.cbsa-asfc.gc.ca/recourse-recours/,39,Please describe why the impacts resulting from the decision are as per selected option above.,True,"The CARM system is used to assess compliance, assess and collect duties
and taxes on commercial goods, and to streamline the process for TCPs to",0,N,Y,impact8,Y,17,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,importing commercial goods. By increasing the success rate of trade,40,"The impacts that the decision will have on the ongoing sustainability of an environmental ecosystem, will likely be:",False,Little to no impact,1,Y,N,impact15,Y,19,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,importing commercial goods. By increasing the success rate of trade,41,Please describe why the impacts resulting from the decision are as per selected option above.,True,"The CARM system is fully electronic and will rely very little on paper
documents, having little to no impact on Government utilization of paper
resources and having a negligible impact on the environment.",0,N,Y,impact8,Y,17,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,42,Will the Automated Decision System use personal information as input data?,False,Yes,4,Y,N,aboutDataSource1,Y,20,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,43,Have you verified that the use of personal information is limited to only what is directly related to delivering a program or service?,False,Yes,0,Y,N,aboutDataSource9,Y,73,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,44,Is the personal information of individuals being used in a decision-making process that directly affects those individuals?,False,Yes,2,Y,N,aboutDataSource10,Y,74,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,45,Have you verified if the system is using personal information in a way that is consistent with: (a) the current Personal Information Banks (PIBs) and Privacy Impact Assessments (PIAs) of your programs or (b) planned or implemented modifications to the PIBs or PIAs that take new uses and processes into account?,False,Yes,0,Y,N,aboutDataSource11,Y,75,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,46,Please list relevant PIB Bank Numbers.,False,CBSA PPU 1501,0,N,Y,aboutDataSource12,Y,98,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,47,What is the highest security classification of the input data used by the system? (Select one),False,Protected B / Protected C,3,Y,N,aboutDataSource2,Y,21,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,48,Who controls the data?,False,Federal government,1,Y,N,aboutDataSource3,Y,22,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,49,Will the system use data from multiple different sources?,False,Yes,4,Y,N,aboutDataSource4,Y,23,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,50,Will the system require input data from an Internet- or telephony-connected device? (e.g.,False,"Internet of Things, sensor)
No",0,Y,N,aboutDataSource5,Y,24,0.867,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,51,Will the system interface with other IT systems?,False,Yes,4,Y,N,aboutDataSource6,Y,25,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,52,Who collected the data used for training the system?,False,Your institution,1,Y,N,aboutDataSource7,Y,26,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,53,Who collected the input data used by the system?,False,Your institution,1,Y,N,aboutDataSource8,Y,26,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - A. Data Source,54,"Please describe the input data collected and used by the system, its source, and method of collection.",True,"The TCP inputs data elements related to program enrolment and registration
such as Importer Name, Address, and contact information. Data elements
may be considered mandatory, optional or conditional. A full list of data",0,N,Y,aboutDataSource13,Y,99,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Impact Questions and Answers,raw,About the Data - B. Type of Data,55,Will the system require the analysis of unstructured data to render a recommendation or a decision?,False,No,0,Y,N,aboutDataType1,Y,27,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Consultations,1,"Internal Stakeholders (federal institutions, including the federal public service)",False,Yes,1,Y,N,consultationDesign1,Y,61,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Consultations,2,Which Internal Stakeholders have you engaged?,True,Data Governance,0,N,Y,consultationImplementation2,Y,62,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Legal Services,3,External Stakeholders (groups in other sectors or jurisdictions),False,Yes,1,Y,N,consultationDesign3,Y,63,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Legal Services,4,Which External Stakeholders have you engaged?,True,Clients or their Representatives,0,N,Y,consultationImplementation4,Y,64,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,5,"Do you have documented processes in place to test datasets against biases and other unexpected outcomes? This could include experience in applying frameworks, methods, guidelines or other assessment tools.",False,Yes,2,Y,N,dataQualityImplementation1,Y,67,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,6,Is this information publicly available?,False,No,0,Y,N,dataQualityImplementation2,Y,66,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,7,Have you developed a process to document how data quality issues were resolved during the design process?,False,Yes,1,Y,N,dataQualityImplementation3,Y,30,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,8,Is this information publicly available?,False,No,0,Y,N,dataQualityImplementation2,Y,66,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,9,Have you undertaken a Gender Based Analysis Plus of the data?,False,Yes,1,Y,N,dataQualityImplementation5,Y,31,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,10,Is this information publicly available?,False,No,0,Y,N,dataQualityImplementation2,Y,66,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,11,"Have you assigned accountability in your institution for the design, development, maintenance, and improvement of the system?",False,Yes,2,Y,N,dataQualityDesign7,Y,32,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,12,Do you have a documented process to manage the risk that outdated or unreliable data is used to make an automated decision?,False,Yes,2,Y,N,dataQualityImplementation8,Y,33,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,13,Is this information publicly available?,False,No,0,Y,N,dataQualityImplementation2,Y,66,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,De-Risking and Mitigation Measures - Data Quality,14,Is the data used for this system posted on the Open Government Portal?,True,No,0,Y,N,dataQualityImplementation10,Y,34,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,15,Does the audit trail identify the authority or delegated authority identified in legislation?,False,Yes,1,Y,N,fairnessImplementation1,Y,68,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,16,Does the system provide an audit trail that records all the recommendations or decisions made by the system?,False,Yes,2,Y,N,fairnessImplementation2,Y,36,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,17,Are all key decision points identifiable in the audit trail?,False,Yes,2,Y,N,fairnessImplementation3,Y,37,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,18,"Are all key decision points within the automated system's logic linked to the relevant legislation, policy or procedures?",False,Yes,1,Y,N,fairnessImplementation4,Y,38,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,19,Do you maintain a current and up to date log detailing all of the changes made to the model and the system?,False,Yes,2,Y,N,fairnessImplementation5,Y,39,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,20,Does the system's audit trail indicate all of the decision points made by the system?,False,Yes,1,Y,N,fairnessImplementation6,Y,40,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,21,Can the audit trail generated by the system be used to help generate a notification of the decision (including a statement of reasons or other notifications) where required?,False,No,0,Y,N,fairnessImplementation7,Y,41,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,22,Does the audit trail identify precisely which version of the system was used for each decision it supports?,False,Yes,2,Y,N,fairnessImplementation8,Y,42,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,23,Does the audit trail show who an authorized decision-maker is?,False,Yes,1,Y,N,fairnessImplementation9,Y,43,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,24,Is the system able to produce reasons for its decisions or recommendations when required?,False,Yes,2,Y,N,fairnessImplementation10,Y,44,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,25,"Is there a process in place to grant, monitor, and revoke access permission to the system?",False,Yes,1,Y,N,fairnessImplementation11,Y,45,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,26,Is there a mechanism to capture feedback by users of the system?,False,Yes,1,Y,N,fairnessImplementation12,Y,46,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,27,Is there a recourse process established for clients that wish to challenge the decision?,False,Yes,2,Y,N,fairnessImplementation13,Y,42,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,28,Does the system enable human override of system decisions?,False,Yes,2,Y,N,fairnessImplementation14,Y,43,1.0,
44fe9b0d-d730-43cf-ba7e-d952d55f88f2,Original,0.10.0,Y,Mitigation Questions and Answers,mitigation,Fairness,29,Is there a process in place to log the instances when overrides were performed?,False,Yes,1,Y,N,fairnessImplementation15,Y,44,1.0,
